Code,nama,nama.1,energi_kkal,protein_g,lemak_g,karbohidrat_g,serat_g,abu_g,kalsium_mg,fosfor_mg,besi_mg,natrium_mg,kalium_mg,tembaga_mg,seng_mg,retinol_mcg,b_kar_mcg,thiamin_mg,riboflavin_mg,niasin_mg,vitamin_c_mg,isValidated,validatedBy
D652311,Lebkuchen yang dibumbui dengan kuat,Lebkuchen yang dibumbui dengan kuat,395.793498816,5.001,0.0,7.22,0.0,5.244,17.0,0.042,0.0,1.938,0.0,0.0,0.637,3.033,0.0,0.0,0.0,37.0,0.0,True,www.nutrisurvey.de
D660300,Makaroni kelapa,Makaroni kelapa,438.814531296,13.691,0.0,5.383,0.0,26.505,0.0,0.019,0.0,0.505,0.0,0.0,0.326,8.346,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
D670211,kue piramida,kue piramida,426.864244496,19.999,0.0,4.135,0.0,22.356,29.0,0.027,0.0,1.927,0.0,0.0,0.196,0.819,0.0,0.199,0.0,210.0,0.0,True,www.nutrisurvey.de
D700000,biskuit,biskuit,498.565965296,5.47,0.0,6.235,0.0,25.576,12.0,0.031,0.0,1.167,0.0,0.0,0.33,1.914,0.0,0.719,0.0,243.0,0.0,True,www.nutrisurvey.de
D710211,Biskuit berbentuk sendok dari adonan telur dan tepung,Biskuit berbentuk sendok dari adonan telur dan tepung,414.435946224,5.0,0.0,12.168,0.0,8.282,40.0,0.065,0.0,1.42,0.0,0.0,0.259,1.363,0.0,0.0,0.0,198.0,0.0,True,www.nutrisurvey.de
D720311,Kue sus krim dari kue choux,Kue sus krim dari kue choux,294.216061016,50.907,0.0,6.645,0.0,21.723,29.0,0.053,0.0,2.393,0.0,0.0,0.239,1.386,0.0,0.0,0.0,240.0,0.0,True,www.nutrisurvey.de
D720511,Puff krim dari kue choux,Puff krim dari kue choux,315.248565784,43.46,0.0,7.992,0.0,19.577,37.0,0.054,0.0,1.071,0.0,0.0,0.246,0.993,0.0,0.0,0.0,270.0,0.0,True,www.nutrisurvey.de
D730000,Biskuit dari kue pendek,Biskuit dari kue pendek,489.483747328,5.6,0.0,7.778,0.0,25.644,24.0,0.046,0.0,3.097,0.0,0.0,0.691,3.272,0.0,0.0,0.0,181.0,0.0,True,www.nutrisurvey.de
D730611,Biskuit renyah Spekulatius dari short pastry,Biskuit renyah Spekulatius dari short pastry,489.483747328,5.6,0.0,7.778,0.0,25.644,24.0,0.046,0.0,3.097,0.0,0.0,0.691,3.272,0.0,0.0,0.0,181.0,0.0,True,www.nutrisurvey.de
D731211,Pie buah dengan adonan dasar dan ditutup dengan short pastry,Pie buah dengan adonan dasar dan ditutup dengan short pastry,424.2351814,19.691,0.0,4.043,0.0,23.57,25.0,0.036,0.0,0.813,0.0,0.0,0.337,2.834,0.0,0.0,0.0,182.0,0.0,True,www.nutrisurvey.de
D740211,Donat Berliner dari adonan bolu rendah lemak,Donat Berliner dari adonan bolu rendah lemak,322.6577436,32.234,0.0,8.421,0.0,12.76,22.0,0.049,0.0,0.695,0.0,0.0,0.481,2.207,0.0,0.0,0.0,130.0,0.0,True,www.nutrisurvey.de
D740511,Kacang sabit dari adonan bolu tinggi lemak,Kacang sabit dari adonan bolu tinggi lemak,390.057361152,27.368,0.0,6.764,0.0,22.677,21.0,0.077,0.0,3.03,0.0,0.0,0.634,2.408,0.0,0.0,0.0,148.0,0.0,True,www.nutrisurvey.de
D740900,Produk gorengan dari adonan bolu rendah lemak,Produk gorengan dari adonan bolu rendah lemak,322.6577436,32.234,0.0,8.421,0.0,12.76,22.0,0.049,0.0,0.695,0.0,0.0,0.481,2.207,0.0,0.0,0.0,130.0,0.0,True,www.nutrisurvey.de
D741111,Gulung dari adonan bolu rendah lemak,Gulung dari adonan bolu rendah lemak,335.564053344,23.451,0.0,5.751,0.0,8.147,14.0,0.055,0.0,0.899,0.0,0.0,0.695,2.684,0.0,0.0,0.0,62.0,0.0,True,www.nutrisurvey.de
D771611,Croissant dari kue puff,Croissant dari kue puff,508.126194736,10.418,0.0,7.076,0.0,33.574,28.0,0.078,0.0,0.308,0.0,0.0,0.645,2.508,0.0,0.0,0.0,254.0,0.0,True,www.nutrisurvey.de
D780411,Barang-barang kue kering beraneka warna,Barang-barang kue kering beraneka warna,309.273422384,39.078,0.0,4.684,0.0,14.435,16.0,0.031,0.0,0.506,0.0,0.0,0.319,1.171,0.0,0.0,0.0,125.0,0.0,True,www.nutrisurvey.de
D790111,Biskuit gandum utuh,Biskuit gandum utuh,471.080305656,2.0,0.0,11.463,0.0,24.21,36.0,0.642,0.0,14.88,0.0,0.0,7.03,8.497,0.0,0.0,0.0,8.0,0.0,True,www.nutrisurvey.de
D851311,Campuran flan buah,Campuran flan buah,518.64244712,9.465,0.0,7.198,0.0,32.7,0.0,0.04,0.0,0.82,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
E110111,Telur ayam segar,Telur ayam segar,154.397705456,74.099,0.0,12.9,0.0,11.2,48.0,0.1,0.0,1.922,0.0,0.0,0.083,0.0,0.0,0.0,0.0,278.0,0.0,True,www.nutrisurvey.de
E110121,Telur ayam segar dimasak,Telur ayam segar dimasak,148.661567792,75.155,0.0,12.43,0.0,10.792,46.0,0.071,0.0,1.949,0.0,0.0,0.067,0.0,0.0,0.0,0.0,282.0,0.0,True,www.nutrisurvey.de
E112000,Kuk telur ayam,Kuk telur ayam,348.709368824,50.0,0.0,16.1,0.0,31.9,147.0,0.29,0.0,5.394,0.0,0.0,0.065,0.0,0.0,0.0,0.0,886.0,0.0,True,www.nutrisurvey.de
E113000,Putih telur ayam,Putih telur ayam,49.713193088,87.2,0.0,11.1,0.0,0.2,1.0,0.022,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
E401011,Mie bihun umum,Mie bihun umum,352.294454864,10.7,0.0,12.34,0.0,2.78,1.0,0.17,0.0,0.1,0.0,0.0,1.9,5.0,0.0,0.0,0.0,63.0,0.0,True,www.nutrisurvey.de
E410011,Mie tanpa telur,Mie tanpa telur,347.75334588,10.0,0.0,12.5,0.0,1.2,0.0,0.09,0.0,0.2,0.0,0.0,2.0,5.1,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
E420022,Mie dimasak tanpa telur,Mie dimasak tanpa telur,149.617590736,61.174,0.0,5.381,0.0,0.517,0.0,0.027,0.0,0.091,0.0,0.0,0.589,2.311,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
E430001,Mie telur,Mie telur,352.294454864,10.7,0.0,12.34,0.0,2.78,1.0,0.17,0.0,0.1,0.0,0.0,1.9,5.0,0.0,0.0,0.0,63.0,0.0,True,www.nutrisurvey.de
E430022,Mie telur matang,Mie telur matang,125.956022872,68.01,0.0,4.412,0.0,0.994,0.0,0.042,0.0,0.038,0.0,0.0,0.465,1.882,0.0,0.0,0.0,23.0,0.0,True,www.nutrisurvey.de
E500022,Mie gandum matang,Mie gandum matang,138.862332616,61.326,0.0,5.761,0.0,1.075,0.0,0.152,0.0,0.091,0.0,0.0,0.912,5.205,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
E510011,Mie gandum tanpa telur,Mie gandum tanpa telur,322.896749336,10.5,0.0,13.4,0.0,2.5,0.0,0.67,0.0,0.2,0.0,0.0,3.1,11.5,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
E530011,Mie telur gandum utuh,Mie telur gandum utuh,333.173995984,11.001,0.0,12.515,0.0,4.191,33.0,0.442,0.0,1.53,0.0,0.0,5.004,10.125,0.0,0.0,0.0,34.0,0.0,True,www.nutrisurvey.de
E810001,Produk mie adonan mie,Produk mie adonan mie,363.527724456,13.0,0.0,14.388,0.0,5.948,31.0,0.088,0.0,1.024,0.0,0.0,0.615,3.486,0.0,0.0,0.0,126.0,0.0,True,www.nutrisurvey.de
F081111,Kelembak segar,Kelembak segar,13.14531548,93.66,0.0,0.6,0.0,0.1,11.0,0.03,0.0,0.25,0.0,0.0,0.25,2.3,0.0,0.0,0.0,12.0,0.0,True,www.nutrisurvey.de
F090111,Campuran buah segar,Campuran buah segar,86.04206496,76.215,0.0,0.74,0.0,0.243,4.0,0.045,0.0,0.32,0.0,0.0,0.331,2.061,0.0,0.0,0.0,16.0,0.0,True,www.nutrisurvey.de
F090400,Campuran buah dikeringkan,Campuran buah dikeringkan,289.19694056,20.0,0.0,2.489,0.0,0.817,13.0,0.121,0.0,0.969,0.0,0.0,0.891,6.932,0.0,0.0,0.0,50.0,0.0,True,www.nutrisurvey.de
F090600,Jus buah campur,Jus buah campur,62.858508568,83.776,0.0,0.945,0.0,0.263,6.0,0.038,0.0,0.353,0.0,0.0,0.525,0.0,0.0,0.0,0.0,18.0,0.0,True,www.nutrisurvey.de
F090700,Minuman buah campur,Minuman buah campur,71.940726536,81.89,0.0,0.473,0.0,0.132,3.0,0.018,0.0,0.177,0.0,0.0,0.25,0.0,0.0,0.0,0.0,9.0,0.0,True,www.nutrisurvey.de
F090800,Selai buah campur,Selai buah campur,273.900573456,31.518,0.0,0.332,0.0,0.058,2.0,0.004,0.0,0.073,0.0,0.0,0.064,0.658,0.0,0.0,0.0,40.0,0.0,True,www.nutrisurvey.de
F090902,Buah campur kalengan ditiriskan,Buah campur kalengan ditiriskan,106.835563992,72.575,0.0,0.312,0.0,0.106,5.0,0.011,0.0,0.248,0.0,0.0,0.095,0.905,0.0,0.0,0.0,11.0,0.0,True,www.nutrisurvey.de
F110111,Apel segar,Apel segar,51.864244712,85.07,0.0,0.34,0.0,0.4,4.0,0.03,0.0,0.49,0.0,0.0,0.2,2.0,0.0,0.0,0.0,8.0,0.0,True,www.nutrisurvey.de
F110114,Apel segar utuh,Apel segar utuh,47.8011472,78.264,0.0,0.313,0.0,0.368,4.0,0.028,0.0,0.451,0.0,0.0,0.184,1.84,0.0,0.0,0.0,7.0,0.0,True,www.nutrisurvey.de
F110121,Apel segar dimasak,Apel segar dimasak,54.493307808,84.318,0.0,0.356,0.0,0.418,4.0,0.025,0.0,0.54,0.0,0.0,0.165,2.136,0.0,0.0,0.0,8.0,0.0,True,www.nutrisurvey.de
F110400,Apel dikeringkan,Apel dikeringkan,278.44168244,20.0,0.0,1.822,0.0,2.144,16.0,0.096,0.0,1.839,0.0,0.0,0.643,10.72,0.0,0.0,0.0,32.0,0.0,True,www.nutrisurvey.de
F110600,jus apel,jus apel,49.474187352,87.769,0.0,0.315,0.0,0.33,4.0,0.025,0.0,0.506,0.0,0.0,0.165,0.0,0.0,0.2,0.0,8.0,0.0,True,www.nutrisurvey.de
F110700,Minuman apel,Minuman apel,64.53154872,83.972,0.0,0.158,0.0,0.165,2.0,0.012,0.0,0.253,0.0,0.0,0.079,0.0,0.0,0.0,0.0,4.0,0.0,True,www.nutrisurvey.de
F120111,Apel dikupas segar,Apel dikupas segar,55.688336488,84.307,0.0,0.3,0.0,0.4,3.0,0.03,0.0,0.27,0.0,0.0,0.1,1.8,0.0,0.0,0.0,3.0,0.0,True,www.nutrisurvey.de
F120902,Apel kupas kalengan tiriskan,Apel kupas kalengan tiriskan,85.564053488,77.275,0.0,0.249,0.0,0.332,3.0,0.014,0.0,0.248,0.0,0.0,0.044,1.604,0.0,0.0,0.0,3.0,0.0,True,www.nutrisurvey.de
F130111,Pir segar,Pir segar,52.342256184,83.39,0.0,0.5,0.0,0.3,0.0,0.03,0.0,0.43,0.0,0.0,0.2,2.8,0.0,0.0,0.0,3.0,0.0,True,www.nutrisurvey.de
F130114,Pir segar utuh,Pir segar utuh,48.757170144,77.553,0.0,0.465,0.0,0.279,0.0,0.028,0.0,0.4,0.0,0.0,0.186,2.604,0.0,0.0,0.0,3.0,0.0,True,www.nutrisurvey.de
F130121,Pir segar dimasak,Pir segar dimasak,54.732313544,82.567,0.0,0.523,0.0,0.314,0.0,0.025,0.0,0.473,0.0,0.0,0.165,2.988,0.0,0.0,0.0,3.0,0.0,True,www.nutrisurvey.de
F130700,Minuman buah pir,Minuman buah pir,67.638623288,82.903,0.0,0.232,0.0,0.124,0.0,0.012,0.0,0.222,0.0,0.0,0.079,0.0,0.0,0.0,0.0,2.0,0.0,True,www.nutrisurvey.de
F130902,Buah pir kalengan ditiriskan,Buah pir kalengan ditiriskan,83.6520076,76.466,0.0,0.414,0.0,0.249,0.0,0.014,0.0,0.397,0.0,0.0,0.091,2.498,0.0,0.0,0.0,3.0,0.0,True,www.nutrisurvey.de
F140800,selai quince,selai quince,270.315487416,31.263,0.0,0.147,0.0,0.184,0.0,0.003,0.0,0.074,0.0,0.0,0.022,2.137,0.0,0.0,0.0,1.0,0.0,True,www.nutrisurvey.de
F201111,Aprikot segar,Aprikot segar,42.304015272,86.46,0.0,0.9,0.0,0.1,10.0,0.04,0.0,0.5,0.0,0.0,0.7,1.9,0.0,0.0,0.0,298.0,0.0,True,www.nutrisurvey.de
F201121,Aprikot segar dimasak,Aprikot segar dimasak,44.455066896,85.726,0.0,0.942,0.0,0.105,11.0,0.033,0.0,0.551,0.0,0.0,0.578,2.03,0.0,0.0,0.0,312.0,0.0,True,www.nutrisurvey.de
F201400,Aprikot dikeringkan,Aprikot dikeringkan,249.521988384,19.999,0.0,5.318,0.0,0.591,53.0,0.189,0.0,2.659,0.0,0.0,3.309,11.226,0.0,0.0,0.0,1589.0,0.0,True,www.nutrisurvey.de
F201700,Minuman aprikot,Minuman aprikot,58.317399584,85.128,0.0,0.329,0.0,0.033,4.0,0.012,0.0,0.203,0.0,0.0,0.217,0.0,0.0,0.0,0.0,118.0,0.0,True,www.nutrisurvey.de
F201800,selai aprikot,selai aprikot,271.749521832,31.929,0.0,0.332,0.0,0.037,2.0,0.005,0.0,0.092,0.0,0.0,0.077,0.7,0.0,0.0,0.0,55.0,0.0,True,www.nutrisurvey.de
F201902,Aprikot kalengan ditiriskan,Aprikot kalengan ditiriskan,78.393881408,78.141,0.0,0.738,0.0,0.082,10.0,0.018,0.0,0.452,0.0,0.0,0.31,1.674,0.0,0.0,0.0,245.0,0.0,True,www.nutrisurvey.de
F202111,Nektarin segar,Nektarin segar,56.883365168,83.25,0.0,0.9,0.0,0.1,10.0,0.02,0.0,0.5,0.0,0.0,1.0,2.2,0.0,0.0,0.0,73.0,0.0,True,www.nutrisurvey.de
F203111,Persik segar,Persik segar,40.63097512,86.88,0.0,0.8,0.0,0.1,10.0,0.027,0.0,0.96,0.0,0.0,0.9,2.3,0.0,0.0,0.0,73.0,0.0,True,www.nutrisurvey.de
F203700,Minuman buah persik,Minuman buah persik,59.751434,84.881,0.0,0.33,0.0,0.037,5.0,0.01,0.0,0.441,0.0,0.0,0.314,0.0,0.0,0.0,0.0,33.0,0.0,True,www.nutrisurvey.de
F203902,Buah persik kalengan ditiriskan,Buah persik kalengan ditiriskan,76.48183552,78.591,0.0,0.655,0.0,0.082,10.0,0.012,0.0,0.872,0.0,0.0,0.398,2.027,0.0,0.0,0.0,61.0,0.0,True,www.nutrisurvey.de
F211111,Ceri manis segar,Ceri manis segar,63.33652004,82.55,0.0,0.9,0.0,0.3,10.0,0.03,0.0,0.13,0.0,0.0,0.27,1.5,0.0,0.0,0.0,14.0,0.0,True,www.nutrisurvey.de
F211902,Tiriskan kaleng cherry manis,Tiriskan kaleng cherry manis,90.82217968,76.008,0.0,0.75,0.0,0.25,10.0,0.014,0.0,0.12,0.0,0.0,0.121,1.342,0.0,0.0,0.0,12.0,0.0,True,www.nutrisurvey.de
F212111,Ceri asam segar,Ceri asam segar,57.600382376,84.36,0.0,0.9,0.0,0.4,10.0,0.05,0.0,0.13,0.0,0.0,0.4,1.04,0.0,0.0,0.0,50.0,0.0,True,www.nutrisurvey.de
F212600,Jus ceri asam,Jus ceri asam,58.078393848,85.198,0.0,0.818,0.0,0.323,10.0,0.04,0.0,0.131,0.0,0.0,0.323,0.0,0.0,0.0,0.0,49.0,0.0,True,www.nutrisurvey.de
F212700,Minuman ceri asam,Minuman ceri asam,60.94646268,84.821,0.0,0.286,0.0,0.113,4.0,0.013,0.0,0.046,0.0,0.0,0.107,0.0,0.0,0.0,0.0,17.0,0.0,True,www.nutrisurvey.de
F212800,Selai ceri asam,Selai ceri asam,277.24665376,31.157,0.0,0.332,0.0,0.147,2.0,0.005,0.0,0.024,0.0,0.0,0.044,0.383,0.0,0.0,0.0,10.0,0.0,True,www.nutrisurvey.de
F212902,Ceri asam kalengan ditiriskan,Ceri asam kalengan ditiriskan,88.43212232,76.955,0.0,0.744,0.0,0.331,10.0,0.023,0.0,0.119,0.0,0.0,0.178,0.924,0.0,0.0,0.0,41.0,0.0,True,www.nutrisurvey.de
F220111,Plum segar,Plum segar,47.084129992,85.55,0.0,0.6,0.0,0.2,10.0,0.07,0.0,0.85,0.0,0.0,0.44,1.7,0.0,0.0,0.0,61.0,0.0,True,www.nutrisurvey.de
F220411,Memangkas,Memangkas,260.994263712,20.0,0.0,3.322,0.0,1.107,50.0,0.31,0.0,4.235,0.0,0.0,1.949,9.412,0.0,0.0,0.0,304.0,0.0,True,www.nutrisurvey.de
F220611,Jus plum plum,Jus plum plum,48.757170144,86.846,0.0,0.548,0.0,0.162,10.0,0.057,0.0,0.862,0.0,0.0,0.357,0.0,0.0,0.0,0.0,60.0,0.0,True,www.nutrisurvey.de
F220902,Plum kalengan ditiriskan,Plum kalengan ditiriskan,81.26195024,77.773,0.0,0.495,0.0,0.165,10.0,0.031,0.0,0.776,0.0,0.0,0.195,1.504,0.0,0.0,0.0,50.0,0.0,True,www.nutrisurvey.de
F223111,Plum segar,Plum segar,43.260038216,86.303,0.0,0.6,0.0,0.1,10.0,0.05,0.0,0.61,0.0,0.0,0.4,2.3,0.0,0.0,0.0,49.0,0.0,True,www.nutrisurvey.de
F224111,Plum kuning segar,Plum kuning segar,64.292542984,82.4,0.0,0.7,0.0,0.2,10.0,0.06,0.0,0.5,0.0,0.0,0.6,1.3,0.0,0.0,0.0,35.0,0.0,True,www.nutrisurvey.de
F224800,Selai plum kuning,Selai plum kuning,279.875716856,30.434,0.0,0.258,0.0,0.074,2.0,0.007,0.0,0.092,0.0,0.0,0.066,0.479,0.0,0.0,0.0,7.0,0.0,True,www.nutrisurvey.de
F224902,Plum kuning kalengan ditiriskan,Plum kuning kalengan ditiriskan,91.061185416,76.052,0.0,0.585,0.0,0.167,10.0,0.026,0.0,0.463,0.0,0.0,0.271,1.168,0.0,0.0,0.0,29.0,0.0,True,www.nutrisurvey.de
F225111,Sayuran segar,Sayuran segar,63.097514304,81.4,0.0,0.8,0.0,0.1,10.0,0.05,0.0,0.7,0.0,0.0,0.4,2.3,0.0,0.0,0.0,30.0,0.0,True,www.nutrisurvey.de
F301111,Stroberi segar,Stroberi segar,32.026768624,89.8,0.0,0.8,0.0,0.4,13.0,0.03,0.0,0.12,0.0,0.0,0.5,2.0,0.0,0.0,0.0,8.0,0.0,True,www.nutrisurvey.de
F301800,Selai stroberi,Selai stroberi,267.925430056,33.161,0.0,0.295,0.0,0.147,3.0,0.003,0.0,0.022,0.0,0.0,0.055,0.737,0.0,0.0,0.0,2.0,0.0,True,www.nutrisurvey.de
F302111,Raspberry segar,Raspberry segar,33.938814512,84.3,0.0,1.3,0.0,0.3,10.0,0.025,0.0,0.687,0.0,0.0,0.3,6.7,0.0,0.0,0.0,3.0,0.0,True,www.nutrisurvey.de
F302700,Minuman rasberi,Minuman rasberi,56.16634796,85.891,0.0,0.498,0.0,0.102,4.0,0.009,0.0,0.292,0.0,0.0,0.097,0.0,0.0,0.0,0.0,1.0,0.0,True,www.nutrisurvey.de
F302800,Selai rasberi,Selai rasberi,268.642447264,31.134,0.0,0.479,0.0,0.111,2.0,0.003,0.0,0.127,0.0,0.0,0.033,2.468,0.0,0.0,0.0,1.0,0.0,True,www.nutrisurvey.de
F303111,Blackberry segar,Blackberry segar,29.875717,86.3,0.0,1.2,0.0,1.0,10.0,0.03,0.0,0.6,0.0,0.0,0.4,6.6,0.0,0.0,0.0,45.0,0.0,True,www.nutrisurvey.de
F303800,selai blackberry,selai blackberry,267.208412848,31.872,0.0,0.442,0.0,0.368,2.0,0.003,0.0,0.111,0.0,0.0,0.044,2.432,0.0,0.0,0.0,9.0,0.0,True,www.nutrisurvey.de
F304111,Blueberry segar,Blueberry segar,42.065009536,84.8,0.0,0.6,0.0,0.6,10.0,0.02,0.0,1.85,0.0,0.0,0.4,4.9,0.0,0.0,0.0,6.0,0.0,True,www.nutrisurvey.de
F304800,selai blueberry,selai blueberry,271.510516096,31.318,0.0,0.221,0.0,0.221,2.0,0.002,0.0,0.341,0.0,0.0,0.044,1.805,0.0,0.0,0.0,1.0,0.0,True,www.nutrisurvey.de
F305111,Gooseberry segar,Gooseberry segar,43.977055424,85.7,0.0,0.8,0.0,0.2,10.0,0.02,0.0,0.61,0.0,0.0,0.25,2.9,0.0,0.0,0.0,35.0,0.0,True,www.nutrisurvey.de
F305800,selai gooseberry,selai gooseberry,272.227533304,31.65,0.0,0.295,0.0,0.074,2.0,0.002,0.0,0.113,0.0,0.0,0.028,1.068,0.0,0.0,0.0,7.0,0.0,True,www.nutrisurvey.de
F310111,Anggur segar,Anggur segar,70.984703592,81.31,0.0,0.7,0.0,0.3,10.0,0.045,0.0,0.63,0.0,0.0,0.23,0.8,0.0,0.0,0.0,4.0,0.0,True,www.nutrisurvey.de
F310411,Anggur dikeringkan,Anggur dikeringkan,303.776290456,20.001,0.0,2.996,0.0,1.284,39.0,0.154,0.0,2.427,0.0,0.0,0.788,3.424,0.0,0.0,0.0,17.0,0.0,True,www.nutrisurvey.de
F310611,jus anggur,jus anggur,71.462715064,82.1,0.0,0.637,0.0,0.243,10.0,0.036,0.0,0.637,0.0,0.0,0.186,0.0,0.0,0.2,0.0,4.0,0.0,True,www.nutrisurvey.de
F321111,kismis,kismis,0.0,0.0,81.03,0.0,1.1,0.0,0.0,0.0,0.03,0.0,0.617,0.2,0.0,0.0,7.4,0.0,0.0,0.0,0.714,True,www.nutrisurvey.de
F321700,kismis,kismis,0.0,0.0,83.302,0.0,0.226,0.0,0.0,0.0,0.006,0.0,0.141,0.035,0.0,0.0,0.0,0.0,0.2,0.0,0.163,True,www.nutrisurvey.de
F321800,kismis,kismis,0.0,0.0,29.93,0.0,0.405,0.0,0.0,0.0,0.003,0.0,0.114,0.022,0.0,0.0,2.726,0.0,0.0,0.0,0.132,True,www.nutrisurvey.de
F323111,kismis,kismis,0.0,0.0,77.97,0.0,1.3,0.0,0.0,0.0,0.045,0.0,1.82,0.3,0.0,0.0,6.8,0.0,0.0,0.0,1.903,True,www.nutrisurvey.de
F323700,kismis,kismis,0.0,0.0,82.563,0.0,0.265,0.0,0.0,0.0,0.008,0.0,0.413,0.052,0.0,0.0,0.0,0.0,0.2,0.0,0.432,True,www.nutrisurvey.de
F323800,kismis,kismis,0.0,0.0,28.802,0.0,0.479,0.0,0.0,0.0,0.005,0.0,0.336,0.033,0.0,0.0,2.505,0.0,0.0,0.0,0.351,True,www.nutrisurvey.de
F401800,Selai cranberi,Selai cranberi,270.315487416,32.328,0.0,0.111,0.0,0.184,2.0,0.002,0.0,0.173,0.0,0.0,0.011,1.068,0.0,0.0,0.0,1.0,0.0,True,www.nutrisurvey.de
F402311,Haah konsentrasi,Haah konsentrasi,246.653919552,31.999,0.0,8.901,0.0,1.319,27.0,0.133,0.0,1.304,0.0,0.0,1.186,0.0,0.0,0.0,0.0,1044.0,0.0,True,www.nutrisurvey.de
F405311,Konsentrat berry sea-buckthorn,Konsentrat berry sea-buckthorn,401.290630744,31.999,0.0,6.601,0.0,29.755,49.0,0.124,0.0,2.487,0.0,0.0,1.414,0.0,0.0,0.0,0.0,1246.0,0.0,True,www.nutrisurvey.de
F406111,Elderberry segar,Elderberry segar,47.562141464,83.99,0.0,2.5,0.0,0.5,10.0,0.07,0.0,1.0,0.0,0.0,1.6,4.0,0.0,0.0,0.0,60.0,0.0,True,www.nutrisurvey.de
F406600,Jus Elderberry,Jus Elderberry,49.952198824,87.28,0.0,2.338,0.0,0.416,11.0,0.058,0.0,1.039,0.0,0.0,1.33,0.0,0.0,0.0,0.0,61.0,0.0,True,www.nutrisurvey.de
F501111,Nanas segar,Nanas segar,58.795411056,83.76,0.0,0.46,0.0,0.15,10.0,0.08,0.0,0.1,0.0,0.0,0.22,1.4,0.0,0.0,0.0,10.0,0.0,True,www.nutrisurvey.de
F501902,Nanas kalengan ditiriskan,Nanas kalengan ditiriskan,87.23709364,76.999,0.0,0.382,0.0,0.125,10.0,0.036,0.0,0.093,0.0,0.0,0.099,1.251,0.0,0.0,0.0,9.0,0.0,True,www.nutrisurvey.de
F502111,Alpukat segar,Alpukat segar,217.256214024,69.54,0.0,1.9,0.0,23.5,8.0,0.08,0.0,1.3,0.0,0.0,1.1,3.3,0.0,0.0,0.0,12.0,0.0,True,www.nutrisurvey.de
F503111,Pisang segar,Pisang segar,95.124282928,73.812,0.0,1.15,0.0,0.18,10.0,0.044,0.0,0.27,0.0,0.0,0.65,2.0,0.0,0.0,0.0,38.0,0.0,True,www.nutrisurvey.de
F503400,Pisang dikeringkan,Pisang dikeringkan,290.630974976,19.999,0.0,3.513,0.0,0.55,27.0,0.107,0.0,0.742,0.0,0.0,1.589,6.11,0.0,0.0,0.0,107.0,0.0,True,www.nutrisurvey.de
F504400,Tanggal dikeringkan,Tanggal dikeringkan,285.372848784,20.0,0.0,2.034,0.0,0.509,9.0,0.057,0.0,0.183,0.0,0.0,1.627,8.849,0.0,0.0,0.0,6.0,0.0,True,www.nutrisurvey.de
F505111,Gambar segar,Gambar segar,63.097514304,82.26,0.0,1.3,0.0,0.5,10.0,0.046,0.0,0.5,0.0,0.0,0.42,2.04,0.0,0.0,0.0,8.0,0.0,True,www.nutrisurvey.de
F505400,Gambar dikeringkan,Gambar dikeringkan,284.41682584,19.999,0.0,5.862,0.0,2.255,41.0,0.167,0.0,2.029,0.0,0.0,1.515,9.2,0.0,0.0,0.0,32.0,0.0,True,www.nutrisurvey.de
F506111,Delima segar,Delima segar,77.91586993599999,78.459,0.0,0.7,0.0,0.6,10.0,0.05,0.0,0.2,0.0,0.0,0.3,2.24,0.0,0.0,0.0,7.0,0.0,True,www.nutrisurvey.de
F507111,Kaki segar,Kaki segar,70.984703592,79.121,0.0,0.64,0.0,0.3,10.0,0.024,0.0,0.8,0.0,0.0,0.23,3.0,0.0,0.0,0.0,267.0,0.0,True,www.nutrisurvey.de
F508000,Buah markisa,Buah markisa,80.06692156,77.509,0.0,2.4,0.0,0.4,10.0,0.02,0.0,0.4,0.0,0.0,2.1,1.45,0.0,0.0,0.0,40.0,0.0,True,www.nutrisurvey.de
F508600,Jus buah markisa,Jus buah markisa,79.827915824,78.931,0.0,2.2,0.0,0.326,10.0,0.017,0.0,0.407,0.0,0.0,1.711,0.0,0.0,0.0,0.0,40.0,0.0,True,www.nutrisurvey.de
F509111,Semangka segar,Semangka segar,38.24091776,90.18,0.0,0.6,0.0,0.2,10.0,0.045,0.0,0.07,0.0,0.0,0.15,0.24,0.0,0.0,0.0,33.0,0.0,True,www.nutrisurvey.de
F514111,Kiwi segar,Kiwi segar,60.94646268,80.53,0.0,1.0,0.0,0.63,10.0,0.017,0.0,0.5,0.0,0.0,0.41,3.9,0.0,0.0,0.0,62.0,0.0,True,www.nutrisurvey.de
F514800,selai kiwi,selai kiwi,278.680688176,29.745,0.0,0.368,0.0,0.232,2.0,0.002,0.0,0.092,0.0,0.0,0.045,1.437,0.0,0.0,0.0,12.0,0.0,True,www.nutrisurvey.de
